,0,1
6397,"35.64796772,139.57999635",野川大橋
6398,"35.64704627,139.58295149",東野川テニスコート前
6399,"35.64724908,139.58328112",小足立橋
6400,"35.64593149,139.58331688",狛江ハイタウン中央
6401,"35.64576194,139.58452773",子鹿幼稚園
6402,"35.64635318,139.58474876",狛江ハイタウン東
6403,"35.64645617,139.58705457",狛江ハイタウン折返場
6404,"35.63972778,139.59736795",成城学園前駅西口
6405,"35.66872096,139.58433698",緑ヶ丘第三仲よし広場
6406,"35.65246119,139.60206617",上祖パンダ公園南
6407,"35.66626058,139.58131048",緑橋
6408,"35.65018324,139.59953766",成城九
6409,"35.64756773,139.59933064",成城七
6410,"35.65284659,139.60470993",つりがね池公園
6411,"35.66776543,139.58421422",公園前団地北口
6412,"35.65303162,139.59624335",祖師谷国際交流会館
6413,"35.64280977,139.55975097",住宅入口
6414,"35.63514083,139.56339633",多摩川住宅南口
6415,"35.62847242,139.57748261",東和泉二
6416,"35.65782045,139.57539794",つつじヶ丘駅南口
6417,"35.64101408,139.60075990",砧総合支所
6418,"35.66900204,139.50269787",多磨霊園駅入口
6419,"35.66342220,139.49895022",東郷寺下
6420,"35.66256559,139.50079430",小柳町二
6421,"35.66174468,139.50267408",府中第九中南
6422,"35.66032890,139.49811741",是政二北
6423,"35.65849672,139.50353068",新小柳橋
6424,"35.62348662,139.58021154",南部地域センター
6425,"35.62932820,139.58800189",岩戸児童センター
6426,"35.63187422,139.58597935",岩戸地域センター
6427,"35.62446220,139.59257997",岩戸南四
6428,"35.62235750,139.62112168",やのはし
6429,"35.62169013,139.60929569",天神森橋
6430,"35.62027112,139.61333618",砧南中前
6431,"35.66598645,139.51985629",榊原記念病院
6432,"35.65861100,139.54673133",天神北公園
6433,"35.65614826,139.53476502",下石原一
6434,"35.65840875,139.53085081",上石原
6435,"35.65427086,139.54427573",電通大通り
6436,"35.64953554,139.55776703",国領駅入口
6437,"35.64599510,139.56792043",上和泉地域センター
6438,"35.64606648,139.57085907",前原公園入口
6439,"35.64422240,139.56578189",慈恵医大第三病院前
6440,"35.64530505,139.55637529",調布第二小
6441,"35.63425965,139.56654498",和泉小西
6442,"35.63694844,139.56754435",中和泉四
6443,"35.65056134,139.57767848",金子地域福祉センター
6444,"35.64590949,139.57298380",こまえ正吉苑入口
6445,"35.64752753,139.57320985",小足立のびのび公園入口
6446,"35.64852690,139.57548224",野川緑地公園
6447,"35.64624262,139.57664817",野川地域センター東
6448,"35.65703621,139.61857403",船橋中北
6449,"35.65243398,139.60366115",祖師谷六丁目三叉路
6450,"35.66702483,139.60188712",千歳烏山駅
6451,"35.63489775,139.61334614",大蔵二
6452,"35.63381509,139.61175190",成育医療センター
6453,"35.66961837,139.59846204",鳥山総合支所前
6454,"35.64854110,139.49753125",大丸新水公園
6455,"35.64229740,139.57231890",緑野小北
6456,"35.62236703,139.60763367",宇奈根一
6457,"35.66722701,139.52244251",警察学校東門
6458,"35.58732471,139.75440054",大田スタジアム
6459,"35.59098060,139.76864797",セントラルビル
6460,"35.59182341,139.77038439",ニチレイ
6461,"35.59064153,139.77344697",大井水産物埠頭
6462,"35.59422535,139.76592415",東京税関大井出張所
6463,"35.59320093,139.76859528",八潮二
6464,"35.59422894,139.77069299",大井水産物埠頭入口
6465,"35.60081049,139.75083157",八潮パークタウン
6466,"35.59879181,139.75436881",八潮東
6467,"35.60253481,139.75227739",八潮北
6468,"35.60141983,139.75436436",八潮公園前
6469,"35.60725246,139.75504072",八潮団地入口
6470,"35.60543172,139.75310413",品川総合福祉センター
6471,"35.60577609,139.75970243",3号バース
6472,"35.58949790,139.76593850",鴻池運輸
6473,"35.60691798,139.74696437",都立高専
6474,"35.61154251,139.75391510",品川清掃工場
6475,"35.61548770,139.74775460",東品川三
6476,"35.61625312,139.75053018",東品川橋
6477,"35.61798042,139.74754428",昭和橋
6478,"35.62125730,139.74853756",新東海橋
6479,"35.62186205,139.75364259",品川火力発電所前
6480,"35.62319380,139.75010329",天王洲アイル
6481,"35.62422358,139.75410267",東品川五
6482,"35.62766171,139.75008691",報知新聞社
6483,"35.61718493,139.75341626",大井火力発電所
6484,"35.62826666,139.75601883",東京入国管理局
6485,"35.60313630,139.75433690",明晴学園前
6486,"35.62590292,139.75425071",港南五
6487,"35.62248640,139.75379678",クリスタルヨットクラブ
6488,"35.60260533,139.76134977",4号バース
6489,"35.60830871,139.75825260",2号バース
6490,"35.59782398,139.76329412",6号バース
6491,"35.58757703,139.76600237",丸全昭和
6492,"35.59734137,139.75251475",大井消防署八潮出張所前
6493,"35.61133129,139.74746917",都立八潮高
6494,"35.59817132,139.75123339",八潮南
6495,"35.62512708,139.77354915",フジテレビ南口
6496,"35.62102946,139.77378457",船の科学館前
6497,"35.62766721,139.75428351",京浜運河
6498,"35.59558455,139.75118702",中央公園
6499,"35.62750764,139.77467743",フジテレビ前
6500,"35.61204461,139.75009264",東品川シルバーセンター
6501,"35.59523041,139.76511374",みなとが丘ふ頭公園
6502,"35.61444516,139.74768346",品川警察署入口
6503,"35.62033582,139.75090289",JALビル
6504,"35.62399708,139.77118076",潮風公園入口
6505,"35.62640465,139.77877584",東京テレポート駅
6506,"35.62082328,139.77404453",船の科学館駅
6507,"35.60890175,139.74920532",品川シーサイド駅
6508,"35.61778139,139.77639180",東京港湾合同庁舎前
6509,"35.62029489,139.77680316",シンボルプロムナード公園
6510,"35.60017301,139.79811224",中央防波堤
6511,"35.59829701,139.79966262",環境局中防合同庁舎
6512,"35.61751438,139.77918460",テレコムセンター駅
6513,"35.62415087,139.78052553",パレットタウン
6514,"35.60119527,139.76171211",5号バース
6515,"35.62460385,139.75609072",埠頭通り
6516,"35.62573460,139.77151551",台場駅
6517,"35.58689776,139.76938514",大井シャシープール
6518,"35.62751369,139.83083844",若洲中央
6519,"35.62637358,139.83228366",江東倉庫組合前
6520,"35.61951863,139.83444605",若洲キャンプ場
6521,"35.62490268,139.83355224",江東倉庫会館
6522,"35.63166852,139.75743524",品川埠頭
6523,"35.63064830,139.75531293",港南大橋東詰
6524,"35.62932751,139.75663691",品川埠頭岸壁入口
6525,"35.63938386,139.74720227",芝浦四
6526,"35.63651410,139.75187324",五色橋
6527,"35.64291783,139.75257625",芝浦二
6528,"35.64336937,139.75616237",潮路橋
6529,"35.64881943,139.75250858",東京港口
6530,"35.64831657,139.75780668",海岸二
6531,"35.64555230,139.75644443",海岸三
6532,"35.63212214,139.75499170",高輪消防署港南出張所入口
6533,"35.65249558,139.74957905",芝園橋
6534,"35.65275216,139.75328371",金杉橋
6535,"35.65604960,139.75990999",海岸一
6536,"35.65462611,139.76157499",竹芝桟橋入口
6537,"35.65694612,139.75473029",大門駅
6538,"35.66022806,139.75526684",新橋六
6539,"35.65919890,139.77771814",勝どき駅
6540,"35.66304101,139.75752770",新橋五
6541,"35.66297298,139.76515483",築地五
6542,"35.66360003,139.76722601",築地市場正門前
6543,"35.66481978,139.76685818",国立がんセンター前
6544,"35.66296604,139.76923276",築地中央市場
6545,"35.66742618,139.75064119",西新橋二
6546,"35.66660122,139.77036840",築地三
6547,"35.63379344,139.78505661",有明クリーンセンター
6548,"35.64198592,139.80127671",東雲二
6549,"35.64714651,139.80157488",東雲一
6550,"35.63490692,139.78449310",有明一
6551,"35.65937473,139.77711037",勝どき一
6552,"35.65236095,139.77828738",ほっとプラザはるみ入口
6553,"35.65359819,139.77945393",ホテルマリナーズコート東京
6554,"35.65249435,139.79853279",深川五中
6555,"35.65606823,139.79508605",豊洲二
6556,"35.65575191,139.79837371",豊洲四
6557,"35.65531173,139.78180952",晴海三
6558,"35.65699281,139.78438407",晴海区民館
6559,"35.65823270,139.78358988",晴海トリトンスクエア中央
6560,"35.65837771,139.78645267",晴海一
6561,"35.65988739,139.78190331",月島四
6562,"35.65872610,139.80716477",枝川二
6563,"35.65875582,139.80785413",八枝橋
6564,"35.66214128,139.79919382",浜園橋
6565,"35.66376861,139.80509993",塩浜橋
6566,"35.66217264,139.80571372",塩浜二
6567,"35.66715355,139.78622582",佃二
6568,"35.66436122,139.79680717",都立三商
6569,"35.66680982,139.79383676",東京海洋大学越中島校舎
6570,"35.66796325,139.80507874",木場六ギャザリア前
6571,"35.66933505,139.79134894",越中島
6572,"35.63410901,139.75068450",港南三
6573,"35.65810920,139.80622709",枝川一
6574,"35.66858291,139.77880671",明石町
6575,"35.66911055,139.75136713",虎ノ門一
6576,"35.66734537,139.74780620",虎ノ門二
6577,"35.66513910,139.74964553",愛宕山下
6578,"35.66234034,139.74942651",慈恵会医大前
6579,"35.66072008,139.74920792",御成門小前
6580,"35.64791434,139.74887785",三田駅
6581,"35.64488959,139.75032389",港区スポーツセンター
6582,"35.64395196,139.74845934",田町駅東口前
6583,"35.63148597,139.74873527",港南中
6584,"35.63131140,139.75194446",港南四
6585,"35.63887224,139.75305633",海岸通り
6586,"35.66862571,139.75476056",西新橋一
6587,"35.64583733,139.75317302",芝浦一
6588,"35.64357378,139.75543771",潮路橋
6589,"35.66755057,139.75794501",新橋駅北口
6590,"35.66630834,139.75922375",新橋駅
6591,"35.65663576,139.75706637",浜松町駅前
6592,"35.65038058,139.75884443",日の出桟橋入口
6593,"35.64355825,139.75765836",芝浦埠頭入口
6594,"35.66751561,139.75964588",新橋
6595,"35.66898218,139.76775059",築地
6596,"35.66895966,139.77023418",祝橋
6597,"35.66714716,139.77151508",築地駅
6598,"35.65355861,139.76937075",豊海水産埠頭
6599,"35.66956576,139.77232883",築地二
6600,"35.66460807,139.77263130",築地六
6601,"35.65617951,139.77329988",新島橋
6602,"35.65777289,139.77558012",勝どき三
6603,"35.66064302,139.77630376",勝どき橋南詰
6604,"35.66073505,139.77984566",月島第一小
6605,"35.62994950,139.77912528",お台場海浜公園駅
6606,"35.66245641,139.78209704",月島三
6607,"35.66228156,139.78277309",月島四
6608,"35.66920179,139.78506469",リバーシティ21
6609,"35.66470932,139.78516269",月島駅
6610,"35.65975454,139.78542603",晴海一
6611,"35.63877951,139.79166081",有明二
6612,"35.63794213,139.79019967",有明
6613,"35.63359666,139.79239857",国際展示場駅
6614,"35.66006407,139.79320428",豊洲一
6615,"35.65468647,139.79663428",豊洲駅
6616,"35.62892808,139.78932721",フェリー埠頭入口
6617,"35.63009384,139.79146055",国際展示場正門駅
6618,"35.66064978,139.80016975",塩浜一
6619,"35.64536323,139.79969158",東雲都橋
6620,"35.66944992,139.80358771",木場二
6621,"35.65802054,139.80178871",枝川
6622,"35.64259562,139.80231016",深川車庫
6623,"35.64041072,139.80387612",東雲駅
6624,"35.66933634,139.80588321",木場駅
6625,"35.64730139,139.77281221",晴海埠頭
6626,"35.64557847,139.80193306",ジャパン・エア・ガシズ
6627,"35.66703033,139.77824496",聖路加国際病院
6628,"35.65894694,139.79052058",日本ユニシス本社
6629,"35.65021853,139.80729907",辰巳橋
6630,"35.64976591,139.80128352",東雲橋交差点
6631,"35.64136702,139.74795939",八千代橋
6632,"35.66464677,139.76315996",浜離宮
6633,"35.66305897,139.80826389",塩浜東
6634,"35.64228994,139.79978026",東雲小
6635,"35.64323353,139.79728792",都橋住宅
6636,"35.64104004,139.79542156",かえつ有明中高前
6637,"35.63203089,139.79490623",東京ビッグサイト東棟
6638,"35.63643211,139.78740066",有明テニスの森
6639,"35.63713435,139.78879975",有明コロシアム
6640,"35.65505211,139.77151771",月島警察署
6641,"35.65951544,139.78810644",新月島公園
6642,"35.62891306,139.74751514",東京海洋大本部
6643,"35.65015115,139.75939826",日の出桟橋
6644,"35.66136699,139.75031015",御成門
6645,"35.66518543,139.77616391",築地七
6646,"35.65666692,139.78048599",晴海トリトンスクエア
6647,"35.66148416,139.79340201",豊洲一公園
6648,"35.66152384,139.79206615",豊洲一
6649,"35.66033202,139.79192160",日本ユニシス本社
6650,"35.64841614,139.80445732",キャナルコート4街区
6651,"35.64621779,139.80468773",キャナルコート2街区
6652,"35.64703877,139.80285450",キャナルコート3街区
6653,"35.64529661,139.74800776",田町駅東口
6654,"35.64923347,139.74909944",三田線三田駅
6655,"35.65002261,139.74816405",芝五
6656,"35.65151499,139.74743270",芝三
6657,"35.65275348,139.74735176",芝三北
6658,"35.63292651,139.79450899",癌研有明病院前
6659,"35.64832269,139.74892110",勤労福祉会館
6660,"35.65077327,139.80880956",辰巳中央
6661,"35.66574726,139.80282007",木場一
6662,"35.66268256,139.80509483",塩崎荘前
6663,"35.66073067,139.80375100",塩浜二
6664,"35.64257384,139.75616607",埠頭公園入口
6665,"35.63954872,139.75685587",芝浦埠頭
6666,"35.63792976,139.75423119",海岸通り裏
6667,"35.63369384,139.74811813",浜路橋
6668,"35.63982349,139.83505187",東千石橋
6669,"35.63577761,139.83648113",東京ヘリポート
6670,"35.63459915,139.83460097",新木場三
6671,"35.63294362,139.82966633",新木場南
6672,"35.62968718,139.83588859",若洲ゴルフリンクス
6673,"35.62868816,139.83199369",シャシー整備場
6674,"35.63767461,139.82322797",新木場二
6675,"35.63254283,139.82463232",南千石橋
6676,"35.64161419,139.82413407",新木場埠頭公園
6677,"35.64206711,139.81257563",辰巳三
6678,"35.64505312,139.83599274",新木場東
6679,"35.64520648,139.83292822",新木場一
6680,"35.65053524,139.81015950",辰巳一
6681,"35.65092568,139.81144986",辰巳一
6682,"35.64905168,139.82527891",夢の島
6683,"35.65477018,139.81093296",潮見一
6684,"35.65796227,139.82410224",新砂一
6685,"35.65874070,139.81638787",潮見駅前
6686,"35.66040508,139.82394705",日本郵便新東京支店
6687,"35.66295847,139.82390118",東京地下鉄総合運動場
6688,"35.66586543,139.82544980",新砂二
6689,"35.66691232,139.81096418",東陽一
6690,"35.66964409,139.82121011",江東運転免許試験場
6691,"35.64741410,139.87154724",堀江団地
6692,"35.64383669,139.86775254",臨海町五
6693,"35.64767219,139.86415033",葛西トラックターミナル
6694,"35.66552493,139.85678035",西葛西三
6695,"35.66859403,139.86746718",江戸川車庫
6696,"35.65848384,139.85569724",清新町二
6697,"35.66126146,139.86656241",中葛西五
6698,"35.66064772,139.87016550",葛西駅通り
6699,"35.65614206,139.86870280",新田
6700,"35.65664234,139.86379710",中葛西七
6701,"35.65315917,139.86156077",臨海町二団地
6702,"35.65107689,139.86104021",臨海第一保育園
6703,"35.64884106,139.86115231",臨海町三
6704,"35.64986052,139.86940959",堀江団地入口
6705,"35.65551240,139.85112812",陸上競技場西口
6706,"35.65353397,139.85638075",臨海町一
6707,"35.65062149,139.85273033",葛西水再生センター
6708,"35.66921082,139.81085356",東陽三
6709,"35.66936078,139.81322626",東陽操車所
6710,"35.66973456,139.83841794",元八幡
6711,"35.66417662,139.81141009",深川八中
6712,"35.63502745,139.82356989",南千石橋北詰
6713,"35.66619361,139.86946077",葛西区民館
6714,"35.66767265,139.86045443",スポーツセンター
6715,"35.66768136,139.86567821",第六葛西小
6716,"35.65396372,139.86969613",葛西南高
6717,"35.65032511,139.86303928",中央卸売市場葛西市場
6718,"35.64272168,139.87105515",南葛西第三小
6719,"35.65327565,139.85978197",紅葉川高
6720,"35.66448629,139.85886987",西葛西駅
6721,"35.64669785,139.81214139",辰巳駅
6722,"35.66951985,139.81649940",東陽町駅
6723,"35.66923446,139.86354992",稲荷神社
6724,"35.65995860,139.85845643",第七葛西小
6725,"35.64674187,139.86659081",臨海町四
6726,"35.65714900,139.85334368",清新第三小
6727,"35.65754226,139.86083662",新田住宅
6728,"35.65298295,139.86356430",中左近橋
6729,"35.64554004,139.86959890",東京べ・マルシェ
6730,"35.64378483,139.86094722",葛西臨海公園駅
6731,"35.64664901,139.85839056",臨海車庫（葛西臨海公園北口）
6732,"35.66168911,139.86337628",西葛西六
6733,"35.65934593,139.86933827",第四葛西小
6734,"35.66836661,139.83098455",南砂町駅
6735,"35.66713147,139.83200706",新砂三アパート
6736,"35.66657882,139.83385261",江東高齢者医療センター入口
6737,"35.65367974,139.85294050",東京臨海病院
6738,"35.66595533,139.83751683",清砂大橋西
6739,"35.66761766,139.83057860",南砂町駅入口
6740,"35.66304198,139.85692358",清新町健康サポートセンター
6741,"35.66198244,139.85856754",西葛西駅南
6742,"35.65927674,139.86406216",葛西第三中入口
6743,"35.65271692,139.86675767",南葛西住宅
6744,"35.65983632,139.80978824",枝川三
6745,"35.65843293,139.81454480",深川暁橋南
6746,"35.65818256,139.81547722",潮見二
6747,"35.65575648,139.81609421",潮見一アパート前
6748,"35.65247777,139.81589514",漣橋南詰
6749,"35.64715939,139.81660813",港湾住宅前
6750,"35.65187729,139.80921800",辰巳一北
6751,"35.64900100,139.80945724",第二辰巳小学校前
6752,"35.66452967,139.83246785",東部医療センター
6753,"35.66969611,139.86637578",葛西郵便局
6754,"35.66266480,139.85550284",清新町一
6755,"35.65831515,139.81701981",瀬見駅
6756,"35.64837019,139.81192182",辰巳団地
6757,"35.66510011,139.78332455",月島もんじゃ街
6758,"35.66627795,139.77755436",聖路加病院
6759,"35.66726542,139.77642650",中央区保健所
6760,"35.66661107,139.77586732",あかつき公園
6761,"35.66743198,139.77457052",築地三
6762,"35.66642071,139.77344027",築地本願寺
6763,"35.66416023,139.77477277",勝どき橋北
6764,"35.66234034,139.74942651",慈恵会医大
6765,"35.65584639,139.75672337",浜松町駅
6766,"35.65339554,139.77027797",豊海町
6767,"35.65420456,139.77046833",豊海運動公園
6768,"35.65634608,139.77113457",勝どき四
6769,"35.65617951,139.77329988",新島橋南
6770,"35.65617951,139.77329988",勝どき六
6771,"35.65840431,139.78451666",晴海橋南
6772,"35.65892779,139.79202505",IHI
6773,"35.65972491,139.79403570",芝浦工大
6774,"35.64713518,139.74800740",浅草線三田駅
6775,"35.64685857,139.74740649",田町駅
6776,"35.63070976,139.79329806",東京ビッグサイト
6777,"35.63114283,139.75405242",港南大橋
6778,"35.62872529,139.77686313",台場二
6779,"35.62978415,139.74696639",御楯橋
6780,"35.62879942,139.75014450",港南四交差点
6781,"35.61906154,139.75080701",JALビル前
6782,"35.62078903,139.75092598",天王洲アイル
6783,"35.62766567,139.77497163",フジテレビ
6784,"35.62512708,139.77354915",フジテレビ南
6785,"35.61822873,139.78162579",青海二
6786,"35.61778139,139.77639180",東京港湾合同庁舎
6787,"35.61914036,139.77529270",日本科学未来館
6788,"35.65426154,139.76198094",竹芝桟橋
6789,"35.64669785,139.81214139",辰巳駅前
6790,"35.66525507,139.83436310",江東高齢者医療センター
6791,"35.66245868,139.78294168",月島区民センター
6792,"35.61954996,139.77630301",日本科学未来館
6793,"35.63858160,139.75059985",芝浦車庫
6794,"35.60494081,139.38654926",長池公園西
6795,"35.60828193,139.38852274",長池小入口
6796,"35.61229121,139.39152933",見附橋
6797,"35.62136384,139.39574042",松木小入口
6798,"35.60579833,139.37863814",九反甫公園
6799,"35.60536727,139.38086909",南大沢団地
6800,"35.60886335,139.38215173",大平公園
6801,"35.60983972,139.37493596",赤石公園
6802,"35.61129956,139.39383620",見附ヶ丘
6803,"35.61368896,139.39238938",浄瑠璃緑地下
6804,"35.61607100,139.39694059",せせらぎ橋
6805,"35.62023720,139.37673576",柳沢
6806,"35.61779391,139.39671758",別所谷戸
6807,"35.58680150,139.42052256",日影橋
6808,"35.58968015,139.41857904",日大三高入口
6809,"35.59143466,139.42533019",結道
6810,"35.58745368,139.43328037",ろうわ学校
6811,"35.59360405,139.42465764",日大三高東
6812,"35.59630156,139.41093226",大泉寺
6813,"35.59930351,139.42058186",扇橋
6814,"35.60112555,139.42111101",下小山田
6815,"35.60602518,139.42013342",多摩丘陵病院
6816,"35.60357917,139.43142062",浅間下
6817,"35.60672589,139.42715241",南野二
6818,"35.60841765,139.42307093",南野三
6819,"35.60931013,139.42596699",落合六
6820,"35.61197582,139.41199357",福祉センター
6821,"35.61094957,139.41885386",鶴牧五
6822,"35.61228459,139.42391806",鶴牧センター
6823,"35.60915282,139.42944987",一本杉公園
6824,"35.61564061,139.41194569",唐木田駅東
6825,"35.61490408,139.41893121",奈良原公園
6826,"35.61632689,139.42201749",鶴牧三
6827,"35.61402753,139.43219229",落合四
6828,"35.61690428,139.42754677",青木葉公園
6829,"35.61970922,139.41506700",秋葉神社
6830,"35.62212511,139.41329506",多摩南部地域病院
6831,"35.62232766,139.42229518",多摩郵便局
6832,"35.62138582,139.41605667",中組
6833,"35.61991448,139.42784912",東福寺前
6834,"35.62595506,139.41844145",松ヶ谷南
6835,"35.62557759,139.42147501",山王下
6836,"35.62447934,139.42461421",多摩センター駅
6837,"35.62346582,139.42682242",落合一
6838,"35.62584912,139.43023472",落合東
6839,"35.61675763,139.39468042",蓮生寺
6840,"35.61835436,139.41412566",上落合
6841,"35.59705019,139.40821668",山の端
6842,"35.62719663,139.41553561",松ヶ谷
6843,"35.62247933,139.43211802",北豊ヶ丘小
6844,"35.61672682,139.43260454",落合三
6845,"35.61392711,139.42818542",落合中前
6846,"35.60666921,139.37579585",南大沢小
6847,"35.59674632,139.40545537",小山田小前
6848,"35.62518780,139.40040082",京王堀之内駅
6849,"35.61411702,139.39727391",別所小
6850,"35.61380348,139.41639118",南鶴牧小
6851,"35.61394476,139.38997732",別所一
6852,"35.61066471,139.41785074",国際ゴルフ場
6853,"35.62722330,139.38234448",由木折返場
6854,"35.62432331,139.37731085",栗本橋
6855,"35.61221298,139.43218879",豊ヶ丘五
6856,"35.61709780,139.39172340",松木中
6857,"35.62329523,139.42115800",多摩中央警察署
6858,"35.62221429,139.41710019",中組公園
6859,"35.62405102,139.41750703",中沢
6860,"35.62171227,139.41963825",鶴牧二
6861,"35.61540327,139.41082442",唐木田駅
6862,"35.61516411,139.40927612",唐木田駅西
6863,"35.61487938,139.40763868",唐木田中央
6864,"35.61436261,139.40424216",すももくぼ
6865,"35.61391767,139.40238444",土橋公園
6866,"35.61319975,139.40280013",唐木田二
6867,"35.61376962,139.40827038",大妻学院
6868,"35.61312936,139.41404107",総合福祉センター
6869,"35.61283684,139.41988428",鶴牧四
6870,"35.61183398,139.42239322",鶴牧センター北
6871,"35.61318554,139.42516248",西落合小
6872,"35.61537933,139.42596976",宝野公園東
6873,"35.61603256,139.43041935",落合商店街
6874,"35.60147469,139.37740015",まちだテクノパーク前
6875,"35.62044885,139.37367168",上柚木公園
6876,"35.62277870,139.42871150",多摩中央公園
6877,"35.62412384,139.43216836",豊ヶ丘二西
6878,"35.62555213,139.43314224",豊ヶ丘二北
6879,"35.62512054,139.42341773",多摩センター駅西口
6880,"35.62563672,139.41350177",南多摩看護専門学校
6881,"35.62366983,139.39488669",浅間神社前
6882,"35.62549673,139.38224077",富士見橋
6883,"35.62214621,139.38315889",こぶし公園
6884,"35.62027271,139.38048234",下柚木小
6885,"35.61764643,139.37732913",首都大南大沢北
6886,"35.62298972,139.37333803",前田橋
6887,"35.62125121,139.41412628",中沢西
6888,"35.62139362,139.41244401",新天本病院
6889,"35.62162470,139.41539759",中沢東
6890,"35.60025198,139.37951703",小山上沼公園
6891,"35.61401336,139.42241441",富士見通下
6892,"35.62260452,139.43162408",北豊ヶ丘小学校西
6893,"35.59029414,139.45986007",井の花
6894,"35.59851754,139.44599646",湯船
6895,"35.59552380,139.43727092",向坂
